Sno,Title,Date,User,text
637,Death Note: Rewrite,2023-01-20,ChrisDC,"For what they are, Death Note: Rewrite & Death Note: Relight are decent summaries of Death Note as a whole. Death Note: Rewrite takes place from the story's start to"
638,Code Geass: Hangyaku no Lelouch,2023-01-20,SmProject,"Despite the plethora of reviews on this show, I wanted to make some points I haven’t seen. This show is excellent at balancing elements. The balance between action and political"
639,Kakkou no Iinazuke,2023-01-20,Elhwing,"Kakkou no Iinazuke is a romcom with a harem tag, and I'll go straight to the point : this anime isn't original and doesn't feel unique at all, but that"
640,Blue Lock,2023-01-20,iheartvenus,"If I'm being completely honest, I would say that Blue lock currently is on the way to becoming a memorable anime in the sports genre. I think the animations fine"
641,Buddy Daddies,2023-01-20,Kaoolp,"after finishing episode 3 of Buddy Daddies and having a cuteness explosion, I decided to come here and write the infamous review. First of all, I never watched/read SpyxFamily, only"
642,Milu Wang,2023-01-20,steva02,The first time I watched this movie was about 10 years ago. Even then I was really surprised by animations and even the story itself. Characters were very funny and
643,Revenger,2023-01-20,Stefan_Senpai,"This show has wonderful dialogue between characters and great action sequences, with some of the most unique ways of killing a man I have seen. I'm getting classic samurai movie"
644,Itou Junji: Maniac,2023-01-20,Tuoku,"(I haven't read the original works of Junji) The Animation is simple, not great. But its good, cause it gives a old school feeling. There wasn't music that caught my"
645,Sugar Apple Fairy Tale,2023-01-20,Wshr,"I’m a fan of this show so far. A good deal of care went into this, specifically the art and character interactions, and you don’t get to say that often"
646,Ouran Koukou Host Club,2023-01-20,Daniseunoiamind,I LOVE this show!!! I’m literally assuming the people who hate it are bad nit picking sensitive people lmao. This show is so funny and cute! I love the characters
647,Cider no You ni Kotoba ga Wakiagaru,2023-01-20,AnimeholikPl,"Words Bubble Up Like Soda Pop is a simple yet beautiful story about two teenagers trying to overcome their personal struggles. The main character, Cherry, has a communicating disorder but"
648,Akira,2023-01-20,AnimeholikPl,"Akira is a true masterpiece in the anime genre. The film takes place in a post-apocalyptic Tokyo, where a young biker named Kaneda and his friend Tetsuo become embroiled in"
649,Mob Psycho 100 III,2023-01-20,King_Eben,After completing the third season of Mob Psycho 100 I could not help but to go back and change each seasons review. This series is a masterpiece. A young Esper
650,Buddy Daddies,2023-01-20,ApocalypSnow,Riding the hype from Spy x Family and The Yakuza’s Guide to Babysitting comes an “original” anime about yet another unconventional parent/s tasked with taking care of a sweet little
651,Buddy Daddies,2023-01-20,Ellenwitch,"If you are going into this, thinking it's just a clone of Spy x Family, then think again. It's far from it. It's remotely from it. Buddy daddys and Spy"
652,Sugar Apple Fairy Tale,2023-01-20,Ellenwitch,"This honestly feels like quite an up and coming adventure, that I can only see getting more sweet as it goes along. Even if it packs a good number of"
653,Chainsaw Man,2023-01-20,tevrashai,"TBH with you...I wasn't going to watch it. Simply because I saw the trailer and noticed they used CGI (yes I'm THAT person, I HATE CGI in anime with a"
654,School Rumble,2023-01-20,Executor23,"Teen school life is a rumbling period of life and this premise is perfectly portrayed in the show, hence we got School Rumble. Story slowly progresses and more characters with"
655,Kidou Senshi Gundam II: Ai Senshi-hen,2023-01-20,GwenPineapple,"Tonally, it feels inconsistent with the ending of Gundam I, featuring more comedic moments from dedicated slapstick characters (the three children), and being all together less bleak due to the"
656,Chainsaw Man,2023-01-20,PixelB,"Chainsaw Man's not nearly as perfect or frankly, as good as my score indicates. It's full of flaws and suffers from a plethora of problems. Yet, at least it's different."
657,Spy Kyoushitsu,2023-01-20,Fr33d0o,~I've been enjoying the show up to this point. Of course I only recommend the show to people who want to sit down and watch something quick. If your someone
586,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023-01-21,MBH212,"When I first read the synopsis and watched the trailer, I had expectations that it'll be a good anime to watch this season. After watching it, my expectations were met."
587,Soukihei MD Geist,2023-01-21,DISKOWN,"Soukihei MD Geist is way better than it should be. The overall narrative is simplistic and sometimes incoherent, but that doesn't matter. The characters are more complex than they are"
588,Akuyaku Reijou nano de Last Boss wo Kattemimashita,2023-01-21,klugpuff,"I was really surprised to like this anime considering the reviews I had read. For that reason, I decided to write this review because I don’t think this anime is"
589,Trigun Stampede,2023-01-21,dogu_,"A crucial detail about Trigun Stampede is that it is not the Madhouse Trigun anime. In fact, the Madhouse Trigun anime hardly has anything to do with Trigun and it's"
590,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",2023-01-21,BryciMega_,First off this anime is exactly what you would expect from the name of the title. I’m not going to lie and say it’s an amazing show or it was
591,Byston Well Monogatari: Garzey no Tsubasa,2023-01-21,ZeroEnigma,"If you only have about an hour and a half to watch anything in the world, I would recommend Guy Ritchie's seminal comedy, Snatch. Make sure you catch the movie"
592,Saikyou Onmyouji no Isekai Tenseiki,2023-01-21,Izumi_Fushimi,This anime might looks like generic isekai show at first glance. But that's totally wrong. I've checked both Light Novel and Manga drawing and I found the way Anime describe
593,UniteUp!,2023-01-21,merope28,"So far, the anime is great! I feel as though the low ratings definitely don't do it justice. If you're looking for an anime similar to Idolish7, this is it!"
594,NieR:Automata Ver1.1a,2023-01-21,Peteromg,"it's still pretty good, but it has A LOT more potential to be even better I haven't played any of the games, so i will judge this by itself. Opening:"
595,Gintama°,2023-01-21,Lainsbearsuit,"Gintama deserves all of the praise it gets and then some. This really is a show that some people just don't understand, which is saying a lot for a show"
596,Trigun Stampede,2023-01-21,The_Weekly_Jay,"Trigun Stampede has been a series worth tuning into weekly. However, due to this being a reimagining of the original manga and anime, many people will have mixed emotions. As"
597,Soredemo Tsuma wo Aishiteru 2,2023-01-21,ZenTheTheist,"This is a hentai unlike any other. It takes the themes you're used to seeing, like a woman who is at first unwilling, then very eager for extra marital affairs,"
598,Trigun Stampede,2023-01-21,MarusaruMaia,"Trigun Stampede is a retelling/reboot of the original story (manga) and has nothing to do with the old anime, it's something completely new. A new beginning. As there are only"
599,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,2023-01-21,ComicalRaptor,"it seems there are a lot of upset writers on here but personally I thought it was an amazing movie, there is one thing I agree on tho it did"
600,Xin Shen Bang: Yang Jian,2023-01-21,helcchi,"Despite a wildly imaginative modernization, this is surprisingly one of the most faithful portrayals of the character Yang Jian from Investiture of the Gods, a 16th Century Chinese novel. From"
601,Yuru Camp△,2023-01-21,SCLFI,"While its overall core is embedded in several established genres that overlap with each other, Yuru Camp manages to contain enough defining features to allow it to stand out from"
602,Ansatsu Kyoushitsu,2023-01-21,Bruhsified,"\"I always like the \"\"rooting for the underdogs\"\" story which is exactly what it is here"
603,Trigun Stampede,2023-01-21,FATCAT912,Three episodes into Trigun Stampede and I can't wait to see the rest. Having never watched the original I didn't know what to expect. But Trigun Stampede easily delivers a
604,Kanojo mo Kanojo,2023-01-21,RebelPanda,"A man and four women become entangled in a web of jealousy, shame, and cuckoldry… Once in a while, controversial anime like Kanojo mo Kanojo come along and strike a"
605,Shoujo Ramune,2023-01-21,gunghop,"Old men have a place in society that may or may not leave them without sex for decades. Their feelings, frustrations, and wants are valid. They do not need to"
606,NieR:Automata Ver1.1a,2023-01-21,ChaosMeat,"NieR: Automata, is one of the best games that has been released. If you have played through it, you know 100% what I am talking about and how deep the"
607,Xin Shen Bang: Yang Jian,2023-01-21,SMERQY,"\"TLDR AND RATINGS AT THE END This is my first review please be nice <3 :) \"\"Xin Shen Bang: Yan Jian (New Gods)\"\" is a movie that follows the story\""
608,Blue Lock,2023-01-21,B-FOUR,"I can understand why some people are not enjoying Blue Lock, but I don't think it deserves such heavy criticism. Let's take another look (spoiler-free so not in-depth). The story"
609,Tengen Toppa Gurren Lagann,2023-01-21,lavaknight05,"\"When I first started watching this show I thought \"\"oh just a simple mecha\"\" boy was I wrong... Even though I really dislike mechas in general this anime was amazing.\""
610,Sword Art Online,2023-01-21,lavaknight05,"This show is completly trash, I can go on and on about its flaws but I would actually still recommend watching it. I myself watched this when I was first"
611,Isekai Nonbiri Nouka,2023-01-21,danmarelbkin,What an absolute gem of a show. It's an incredibly relaxing and heartwarming experience that made me feel like I was right there on the farm alongside the characters. The
612,Coquelicot-zaka kara,2023-01-21,tcandy19,"Though many people don’t like this movie, I have to say I loved it. Theres a really refreshing summer vibe and almost a sense of melancholy portrayed in the film."
613,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023-01-21,Ellenwitch,"THE RETURN OF THE GIGACHAD. Seriously, it feels so nice to have misfit back. When so many try to be a serious anime, with an OP protagonist, that falls flat"
614,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023-01-21,Ellenwitch,"When they said there was an angel next door, they weren't kidding. Not to mention a very cute and sweet angel at that. Story and characters: 8 Honestly, there are"
615,NieR:Automata Ver1.1a,2023-01-21,Ellenwitch,"I do feel like it's a bit hard to really rate NieR as an anime product, when as per normal, Game adaptations are normally hit or miss. But in the"
616,Kage no Jitsuryokusha ni Naritakute!,2023-01-21,danmarelbkin,"I'm usually very picky, but I don't know why this show really grabbed me. I'm an ADHD-ridden bored mess, I don't like anything. And yet I really liked this. It's"
617,Horimiya,2023-01-21,d_hsieh,"When I first heard about this show, I always had the expectations that it was a show that would satisfy my needs; nothing more. It seemed like your typical high"
618,NieR:Automata Ver1.1a,2023-01-21,Kxlnxz,Played NieR: Automata and NieR Replicant 2 years ago and I have to say this looks amazing. This masterpiece is the ultimate humanist fable. It makes you wonder what it
619,Kimi no Suizou wo Tabetai,2023-01-21,benjamini790,"An interesting way to start off a movie is to go ahead and tell everyone that the girl is gonna die. At first I didn't care, but as the story"
620,Tensei shitara Ken deshita,2023-01-21,ecktt,"This is a mixed bag, in a good way. Put simply, it is as generic an Isekai as you can get. Dude gets truck-kuned into another world but the twist"
621,Haikyuu!!,2023-01-21,SalmanMemon,"Sports anime has always been a rather tough pick for creators to choose, problematic and arduous when done wrong and believe me there are many ways for it to go"
622,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2023-01-21,Calebque,I really wanted to give this film a better score but the main villain’s motivations are not developed at all. The result is that the role feels more like a
623,Beastars 2nd Season,2023-01-21,AbhinavSa,this anime i something new to me with great concept... in past i have seen many animal based anime but there was always something missing in the ... for example
624,One Punch Man,2023-01-21,ihsansfd,"Really good anime. Hilarious. Well written. It's a comedy tho, don't be serious when watching it but instead watch it for entertainment. If you don't like this anime because it's"
625,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,2023-01-21,IgnatiusTheFirst,"Man im tired with this stupid anime this season, me too man wanna watch another anime now?, sure i hope its not another generic isekai, hey look at this title,"
626,Naruto: Shippuuden,2023-01-21,ihsansfd,"Naruto is my favorite anime of all time. I've been following it since 2010 and since then, I've watched many animes. Still, nothing compares to it. Attack on Titan may"
551,Black Magic M-66,2023-01-22,DISKOWN,Black Magic M-66 is a classic Ova that should be on everyone's radar. The narrative is intriguing and lends itself well to the action/thriller vibe the anime is going for.
552,Trigun Stampede,2023-01-22,TwistedVixen,I’ve been waiting for a reboot since the original series ended and I finished the manga. I’m so happy it’s finally here! It has been amazing so far. I usually
553,Mouse,2023-01-22,TheLewdOtakuRe,"This is pretty funny for an ecchi anime, I didn't expect to laugh so much watching it and all the girls are 10/10 and the ecchi is epic no cap."
554,Blue Lock,2023-01-22,Johnnyjoestar33,"this is one of the top sports anime I've watched in a long time it's kinda corny at times but these are high school kids they're gonna be corny, story"
555,Isekai Nonbiri Nouka,2023-01-22,Boris1234,"Stumbled upon this anime by a chance but god do i love it,this is the type of anime that u dont expect anything serious just like chill enjoyable show about"
556,Cyberpunk: Edgerunners,2023-01-22,ThorLL,"Anime based on Cyberpunk 2077 video game. It it set in the same world, but has a separate story from the game, only few characters appear in both stories. Not"
557,Wolf's Rain,2023-01-22,SgtSalamander,"I'm going to be honest, for the entire first half of this show, I didn't really like it. I thought it had a weird concept, and had long stretches of"
558,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,2023-01-22,McSetta,"\"\"\"Mushoku Tensei: Isekai Ittara Honki Dasu\"\" is a must-watch anime for anyone who is a fan of fantasy and action. The story follows the journey of a 34-year-old shut-in who\""
559,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,2023-01-22,McSetta,"\"\"\"Mushoku Tensei: Isekai Ittara Honki Dasu\"\" is a must-watch anime for anyone who is a fan of fantasy and action. The story follows the journey of a 34-year-old shut-in who\""
560,Mushoku Tensei: Isekai Ittara Honki Dasu,2023-01-22,McSetta,"\"\"\"Mushoku Tensei: Isekai Ittara Honki Dasu\"\" is a must-watch anime for anyone who is a fan of fantasy and action. The story follows the journey of a 34-year-old shut-in who\""
561,Buddy Daddies,2023-01-22,doitsushine92,"Yes, I'm giving this a 10 even though I am only at episode three, sue me. This show was created for me, specifically, as it caters to my every need,"
562,Death Note,2023-01-22,Kristofermichael,It's crucial to approach Death Note without letting whatever expectations you may have about the series distort your perception of the series as a whole. Being one of the most
563,Psycho-Pass,2023-01-22,Kristofermichael,Envision a civilization in which your psychological health is a predictor of your future social standing and is constantly monitored by a thorough scan hovering over the entire nation that
564,Itsudatte Bokura no Koi wa 10 cm Datta.,2023-01-22,Ishinashi23,"\"Simple and short but a good romance slice of life anime. This serie is part of the HoneyWorks universe and i recommend to watch \"\"I've Always Liked You\"\" before watching\""
565,Nijiiro Days,2023-01-22,Ishinashi23,"\"The beginning could be misleading, akward shy main character and a girl with \"\"robotic personality\"\" nothing crazy to me but by keep watching the anime starts to focus on different\""
566,Chainsaw Man,2023-01-22,lordmurgia,"I've never seen a thing as cringe as this anime. How the hell can you be in lack of s*x to apreciate this anime for virgin ? Only s*x ,"
567,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,2023-01-22,Xtone,"Imagine the usual lewd but not yet ecchi kind of shonen comedy, you know the one, the panty shots, the boobs on the protagonists face, the never ending situations where"
568,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,2023-01-22,zamasz,As a person who has wasted more time playing MMOs than I would like to admit I have to say this one takes all the fantasy unrealistic BS out of
569,Itou Junji: Maniac,2023-01-22,KanghisKhan,"Glossing over the other review, I understand the mix feelings about this adaptation. The animation style could have been better and use of color somewhat kills some creepiness that the"
570,Sakura-sou no Pet na Kanojo,2023-01-22,cinnakat,"oh my! just finished this masterpiece (yes, masterpiece in my opinion). i havent watched lots of anime, but this one now has a special place in my heart. Art? amazing,"
571,Shadows House,2023-01-22,ggultra2764,"Set in a mysterious mansion, Shadows House focuses on the denizens of the titular household each having their own Living Doll that regularly clean up the soot emitted from the"
572,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,2023-01-22,SU2H1,"Like the genre, this movie had a perfect balance of Romance and Comedy. It probably made me laugh the most compared to all the anime I have watched. The romantic"
573,Chainsaw Man,2023-01-22,fritzcis,"Maybe I'm the first one to say this - but I didn't mind the CGI. I simply didn't. With the amazing story and fighting, maybe I just got caught up"
574,Bocchi the Rock!,2023-01-22,Zanryu1337,"Story: 8 Animation: 10 Sound: 10 Characters: 10 Enjoyment: 10 Total: 9 Bocchi the Rock is simple fun. As an adaptation of a 4-Koma Manga, it revels in its premise"
575,Inu ni Nattara Suki na Hito ni Hirowareta.,2023-01-22,Greenia,"what da dog doin'? A human has turned into a dog. How why what by whom we dont know that yet, we might never know that. I was ready for"
576,Kiznaiver,2023-01-22,patryssuc,It is so underrated! Just go and watch it you won't regret watching it. It's about friendship and how we're connected to each other through pain. Art style is so
577,Spy x Family,2023-01-22,paintpixie,"(This review is for both parts one and two of the first season, but there are no spoilers.) Initially, I thought this anime was merely okay, but it really grew"
578,Higurashi no Naku Koro ni Kai,2023-01-22,Moogal12,"Surely this season was much better than the 1st, and i thoroughly enjoyed watching most of the episodes. Both seasons were among the best anime series i have ever watched."
579,Kimetsu no Yaiba Movie: Mugen Ressha-hen,2023-01-22,lilhuziofficial,Amazing! It continues nearly right off after the last episode in season 1 and the length allows it to go into so much more depth than any normal episode could.
580,Tamako Love Story,2023-01-22,Lamp1009,"Okay I'll keep it short. This anime objectively does not deserve to rated what I've rated it. It's pacing is slightly off, the art isn't as refined, some of the"
581,Bleach: Sennen Kessen-hen,2023-01-22,SpicySourTofu,"Haters gonna hate. From 2004 until now, Bleach always be an underrated show. always compared to naruto and one piece. Now bleach is compared to jujutsu kaisen and chainsaw man."
582,Naruto: Shippuuden,2023-01-22,lutnik327,It is my favorite anime but it have a lot of fillers. There are very good fights and characters. Gaara is my favorite characterIt is my favorite anime but it
583,Bleach,2023-01-22,SpicySourTofu,"\"Bleach is an anime that is in the same class as One Piece and Naruto in Shonen Jump magazine. The old generation called it \"\"the top three\"\" with dragon ball\""
584,Drifters,2023-01-22,TroyPA,"Story-8/10 As the story starts we are immediately thrown into the battle that the protagonist was fighting,The abilities and the personality of the MC along with the eye catching animation"
585,Chainsaw Man,2023-01-22,baxa,"\"\"\"CHAINSAW MAN\"\" Genre- Action"
526,Chainsaw Man,2023-01-23,Callimoss,Chainsaw Man steals the show of the season it released in and in many ways is well-deserved of the hype it has gotten. It makes me happy to know that
527,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,2023-01-23,KiliianSleipnir,"thanks to Crunchyroll/Funimation i just saw the English dub in-theater last night and it was a great movie! :> lucky me, the theater was not even 20 miles away. if"
528,Kuma Kuma Kuma Bear,2023-01-23,MC189,"Cute, OP, Simple, Friends, Good Cliche. A one liner that could describe the show. Actually, there's more and I will covers the show with relatable perspective that this show seems"
529,Ryuu to Sobakasu no Hime,2023-01-23,LionBolt1921,"If you liked Summer Wars, but wished it was more like Beauty and the Beast, this movie is for you! The latest film out of Mamoru Hosoda's Studio Chizu. In"
530,Gunsmith Cats,2023-01-23,LionBolt1921,"Explosions, Car chases, a killer soundtrack, and plenty of gunslinging action. It isn't often one finds buried treasure, but that was how it felt to discover this hidden gem of"
531,Itou Junji: Maniac,2023-01-23,bossunhimeswitch,"\"US Netflix decided to add \"\"Japanese Tales of the Macabre"
532,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023-01-23,CyberXane,What's more important on the Pizza. The cheese (the funny bits) or the sauce (the story)? If you're like me you don't love this show because of the sauce. You
533,Witch Hunter Robin,2023-01-23,Joe_Devaney,"\"Overview: \"\"Witch Hunter Robin\"\" is yet another anime from the early 2000s that has since been almost completely forgotten. This is especially notable considering it was animated by Sunrise"
534,"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",2023-01-23,Ellenwitch,"If you're looking at this, and thinking it looks a little familiar, as if the idea of an older person becoming a young girl has spun itself here again. But"
535,Cowboy Bebop,2023-01-23,KryptoLeaf04,Cowboy Bebop is a classic anime series from the late 90s that is widely considered to be one of the best anime series of all time. The series follows a
536,Seihou Bukyou Outlaw Star,2023-01-23,KryptoLeaf04,"Outlaw Star is a classic anime series from the late 90s that follows the adventures of Gene Starwind and his rag-tag crew as they journey through space in their ship,"
537,Teekyuu 4,2023-01-23,MonteJi,"\"The first thing i would ussualy say when recommending this anime to someone is :\"\"condensed fun\"\". But why? well"
538,Bakemonogatari,2023-01-23,SpoopyMoog,Disclaimer! This is a review for the entire Monogatari series as a whole since this is the most common entry point into the franchise and the first anime released. Nisio
539,Shingeki no Kyojin,2023-01-23,SpoopyMoog,"Dark, dreary, and often depressing, Attack on Titan conveys a one of a kind world with a unique tone and atmosphere within an otherwise washed out genre. Attack on Titan"
540,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2023-01-23,SpoopyMoog,"A fight between Shirogane Miyuki and Shinomiya Kaguya over which one will confess their love first, it’s a funny concept and one that is well executed. Love is War is"
541,Bocchi the Rock!,2023-01-23,SpoopyMoog,It’s rare that slice of life anime can achieve a truly immersive and impactful story. It’s not often that music anime actually have great music. It’s not often that an
542,Violet Evergarden,2023-01-23,SpoopyMoog,"If I could use one word to describe Violet Evergarden, I would use beautiful. The characters, the scenery, the music, the visuals, the emotions, the writing, everything. One of Kyoto"
543,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023-01-23,Xurii,"As for someone who really loves this anime, and have been waiting for this to come back, it's a nice feeling. It's definitely a really enjoyable and fun anime, if"
544,Chainsaw Man,2023-01-23,SaintJames012,"Chainsaw Man at its core is a basic story built on the cliches, tropes, and reimagined perspectives of anime as a whole. It's story is contradictory to other anime titles"
545,Serial Experiments Lain,2023-01-23,machinesmile,"The first few episodes of Serial Experiments Lain build up a very intriguing mystery and the artistic vision is top-notch throughout, but in the end I felt the story did"
546,Shinobi no Ittoki,2023-01-23,MidoriStars,"\"\"\"Shinobi no Ittoki\"\""
547,Appleseed,2023-01-23,DISKOWN,"Appleseed is a decent Ova. Most of the characters fall into their generic stereotypes with one exception. The antagonist is well motivated and thought out, standing above the other characters,"
548,Bleach: Sennen Kessen-hen,2023-01-23,LionBolt1921,"After all this time, still number one. Ten years after the original run of Bleach ended, Ichigo and company come roaring back, accompanied by savage new villains, and a stunning"
549,Isekai Nonbiri Nouka,2023-01-23,Naz_Helmi,"Another feel good isekai trash for you to watch during lunchtime. Animation is ok, plot gets you distracted enough to forget the fact that youre eating lunch alone. The plot"
550,Liz to Aoi Tori,2023-01-23,Mur-CuoreDiVirgo,"Liz and the Blue Bird is an anime by Kyoto Animation set in the classrooms of a typical Japanese school which focuses on the teenage life of two female students,"
496,Ikebukuro West Gate Park,2023-01-24,CannonS,One main reason for all bad reviews is a lot of people went into this wanting an experience IWGP wasn't made to provide. Does that mean the show is bad?
497,Koori Zokusei Danshi to Cool na Douryou Joshi,2023-01-24,jimy_12,"This show surprised me the most thought that it was going to be a 7/10 show i easily give 8/10 so cute, entertaining, fun, wholesome and heartwarming. THE PRODUCTION: -The"
498,Oniichan wa Oshimai!,2023-01-24,vacatedsleet,"When you first read the synopsis, you would think this show would be weird. However, this show does a good job of making itself interesting and enjoyable. Oniichan wa Oshimai!"
499,Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,2023-01-24,Jared_Lim,"TLDR: If you enjoyed the anime, you’ll enjoy this movie. While many anime franchise tie-in movies tend to feel separated and irrelevant to the main series, this movie feels organic"
500,Happy Sugar Life,2023-01-24,Thedark_lord,"Started watching for the cute yandere girl, stayed because it turned out to be a surprisingly good show. First off, this is disturbing AF in several ways. As a psychological"
501,Lycoris Recoil,2023-01-24,nightgeekmon,"Lycoris Recoil is equal parts action thriller and charming domesticity. While the worldbuilding leaves more questions than answers, it's the characters that embed the story to your core. It happily"
502,Tondemo Skill de Isekai Hourou Meshi,2023-01-24,lukyknhas,"Studen gets isekaid to another world alongside 3 other people, where they all become heroes, but his only magical power is to summon a multidimensional convenience store, where he can"
503,Bocchi the Rock!,2023-01-24,UnbiasedOp,"This anime is one of, if not the, best anime’s to come out this year. Surpassing Chainsawman, Bocchi the Rock is an extremely entertaining anime to watch. It’s characters, soundtrack,"
504,Kubo-san wa Mob wo Yurusanai,2023-01-24,Peteromg,"Actually pretty wholesome, but it has its problems The Story: simple, effective, and works for the environment/message that this anime wants to convey. The Characters: Junta, and Nagisa: Nagisa in"
505,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,2023-01-24,JesseJamez,"All I really need to say is damn Mitsuha is fine as hell. The premise, jokes and overall quality is completely acceptable and the English Dub is awesome as most"
506,Mahou Shoujo Madoka★Magica,2023-01-24,merily57,"Personally, i hated magical girl genre, but oh my, this one made me change completely that opinion. This anime is UNIQUE on his storytelling and animation. When you first start"
507,Tondemo Skill de Isekai Hourou Meshi,2023-01-24,CyberXane,Want to watch an anime about cooking some delicious meals that you'd want to try and eat yourself? Well you've come to the right place. There are plenty of anime
508,One Piece,2023-01-24,Morey7,Short Quick Spoiler Free Review. [Read MAL List Description to see Plot] The One Piece anime is truly one of the greatest to ever be made. With a score of
509,Shingeki no Kyojin,2023-01-24,_Askeladd_,"I started watching this anime thinking it would be a waste of time, but finishing it in 2 days you will realize that not only did I like it, but"
510,Kubo-san wa Mob wo Yurusanai,2023-01-24,PDKGAMEPLAY,"Hello fellow fans! its a great year to see this show in the winter season it is really a calming ,relaxing,and soothing anime that everyone would really like this story"
511,Fullmetal Alchemist: Brotherhood,2023-01-24,SpoopyMoog,"Fullmetal Alchemist Brotherhood. Ah yes, the anime that will be on many people’s favorite lists and will forever be revered as the greatest anime of all time. It is so"
512,Ayakashi Triangle,2023-01-24,Neo_Randomz,"Genderbend fans eating good...like real good this season...three different genderbend anime with all different story and setting and from all three,Ayakashi triangle is the lewdest and the most ecchi out"
513,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,2023-01-24,TroyPA,"Pros Develops on Kirito's and Asuna's relationship,which makes Asuna's and Kirito's relationship feel less generic Stunning animation Adds greater depth to the aincrad floors,compared to in the first season where"
514,Blue Lock,2023-01-24,poundscoin,Blue lock the surprise of a good animation While it has been compared to animes like Ao Ashi I think Blue lock has been one of the best sport animes
515,Barakamon,2023-01-24,johansenku,"Barakamon is a fantastic slice-of-life anime. But more than this aspect, it scores in its realistic portrayal of how people struggle to find their niche. It is hard for a"
516,Kengan Ashura Part 2,2023-01-24,Eoussama,"Wow, where do I even begin with Kengan Ashura Part 2? This show is an absolute powerhouse of adrenaline, drama, and muscle-flexing action. From the first episode, it's clear that"
517,Saikyou Donbei x Hanma Baki: Saikyou no Dongitsune Genrutsutsu,2023-01-24,Eoussama,"As a fan of both the Baki series and cup noodles, I was excited to see Nissin team up with Baki Hanma for their latest commercial. The commercial features Yujiro"
518,Chainsaw Man,2023-01-24,IAmGrace,Just finished watching this anime today 1/24/2023! I know I am little bit late but yeah whatever it's really good anime! was expecting that cliff hanger at the end though
519,Akane wa Tsumare Somerareru,2023-01-24,Pengu404,"Story: basically typical ntr story just like how you imagine. Art: 11/10 gotta say this studio is by far my fav because of the art, I draw human body alot"
520,Vinland Saga Season 2,2023-01-24,deas28,"A new season of Vinland Saga. Vinland Saga's 1st season aired in 2019, yet this sequel is just as amazing, if not better, than its predecessor, despite having a lot"
521,Kage no Jitsuryokusha ni Naritakute!,2023-01-24,Hao2k,"Here's the thing. If you are judging the show on the normal criteria of what makes a show/story good, you are approaching this show the wrong way. If you can"
522,Cowboy Bebop,2023-01-24,Killigraphy,"If anyone ever asks you if a masterpiece can be measured, always use this series and Akira, as examples of greatness, that stands the test of time. I've (re)watched this"
523,Renai Flops,2023-01-24,YudiYusantoS,Here is my review of this anime in 2023! Story (10) The story is about a man who's living with 5 girls in 1 house. The girls are very unique
524,Mamahaha no Tsurego ga Motokano datta,2023-01-24,heldencrow,"What happens when a relationship doesn't work out? In most romantic anime we are only shown the start of a realtionship: a couple of young people meet, have some misadventures"
525,Bocchi the Rock!,2023-01-24,macrwxrld,Easily one of best anime I’ve seen in awhile. I’m a guy (straight) and I’ve never connected with protagonists so fucking much. Like Bocchi growth is amazing and honestly inspires
458,Kill Me Baby,2023-01-25,Afton2Afton,"There is no anime more erotic than Kill Me Baby Kill Me Baby is more erotic than any anime, porn, erotica, combined, it is the epitome of lewdness, it may"
459,Kage no Jitsuryokusha ni Naritakute!,2023-01-25,Gidoru,The negative reviews for this anime are laughable and mostly uninformed. This anime is an easy 10/10 and is by far one of the best anime's I've ever seen. Considering
460,Re:Zero kara Hajimeru Isekai Seikatsu,2023-01-25,nashyyyyyyy,(SPOILERS ARE MARKED) First Isekai I have watched and I probably won't delve too much deeper into the genre outside of konosuba which I am watching simultaneously w/ re: zero.
